item_name,category,tag1,tag2,tag3,tag4,tag5,author_date,committer_date,msg,commmitter,author
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-25T12:34:26+02:00,2018-09-25T12:34:26+02:00,Small fix in the init function of Modification. Mainly to fix BetterCodeHub error message.,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-28T11:58:38+02:00,2018-09-28T11:58:38+02:00,calculate metrics is now private. Update documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-28T12:22:55+02:00,2018-09-28T12:22:55+02:00,"Merge pull request #8 from ishepard/static-analysis

Static analysis is now enabled in PyDriller. The modification object carries information about LOC, complexity, token count, and list of methods. For each method, more information are available (like starting and ending line, complexity, LOC, fan in and out, etc. )",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-09-28T15:04:27+02:00,2018-09-28T15:04:27+02:00,"split requirements in ""install"" and ""test""",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-08T11:18:27+02:00,2018-10-08T11:18:27+02:00,preparing release 1.3,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-08T11:22:23+02:00,2018-10-08T11:22:23+02:00,small in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-19T16:46:05+02:00,2018-10-19T16:46:05+02:00,"first attempt, added the possibility of passing a list of URLs instead of just 1",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-20T11:45:39+02:00,2018-10-20T11:45:39+02:00,conceptually it works (still have to write tests). Now RepoMining accept a string (or list of strings) of local and/or remore repos,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-20T11:57:33+02:00,2018-10-20T11:57:33+02:00,created cleanup function,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-21T11:21:29+02:00,2018-10-21T11:21:29+02:00,"fix bugs in repository mining, add tests. Thank you tests!!",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-21T11:41:55+02:00,2018-10-21T11:41:55+02:00,more tests,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T10:47:17+02:00,2018-10-22T10:47:17+02:00,"deleted one parameter, now the RepositoryMining accepts only path to repo, which might be local or remote",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T11:24:17+02:00,2018-10-22T11:24:17+02:00,"Commit now has information on the project name.
reformatting using PyCharm",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T11:30:21+02:00,2018-10-22T11:30:21+02:00,small in comments,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T14:13:31+02:00,2018-10-22T14:13:31+02:00,"Merge pull request #9 from ishepard/remote-repository

Remote repository",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T15:49:41+02:00,2018-10-22T15:49:41+02:00,more on documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T16:10:25+02:00,2018-10-22T16:10:25+02:00,"now PyDriller clones the repos on the fly, and deletes them immediately after",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T16:31:17+02:00,2018-10-22T16:31:17+02:00,preparing for release 1.4,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-22T17:00:37+02:00,2018-10-22T17:00:37+02:00,"small on documentation. Plus, change the scope of some functions in repository mining",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-23T10:07:04+02:00,2018-10-23T10:07:04+02:00,better scope of variables and function in RepositoryMining,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-23T10:24:14+02:00,2018-10-23T10:24:14+02:00,preparing for release. small fix in variables and functions scope,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-23T14:46:34+02:00,2018-10-23T14:46:34+02:00,project_path now is public,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-23T15:19:32+02:00,2018-10-23T15:19:32+02:00,"in GitRepository, git and repo are lazy evaluated. This prevents users that only want to use the ""parse_diff()"" feature to create git and repo for nothing",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-23T15:26:30+02:00,2018-10-23T15:26:30+02:00,reformat tests using PyCharm,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-25T11:32:50+02:00,2018-10-25T11:32:50+02:00,add small tutorial for remote repositories,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-25T11:33:43+02:00,2018-10-25T11:33:43+02:00,small in commit.rst,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-26T16:11:40+02:00,2018-10-26T16:11:40+02:00,trying appvejor,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-26T16:31:43+02:00,2018-10-26T16:31:43+02:00,small,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-26T17:18:52+02:00,2018-10-26T17:18:52+02:00,still trying with appveyor,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-26T17:24:04+02:00,2018-10-26T17:24:04+02:00,changing location of appvejor,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-26T17:28:49+02:00,2018-10-26T17:28:49+02:00,removing hadoop cloning,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-26T19:30:26+02:00,2018-10-26T19:30:26+02:00,removing python 3.4 from appveyor since psutil fails. will have to look at it in the future,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-27T09:49:37+02:00,2018-10-27T09:49:37+02:00,include badge for appveyor,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-27T09:51:53+02:00,2018-10-27T09:51:53+02:00,"Merge pull request #14 from ishepard/appveyor

Appveyor",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-27T11:14:42+02:00,2018-10-27T11:14:42+02:00,fixing test in windows,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-27T11:15:33+02:00,2018-10-27T11:15:33+02:00,Merge branch 'appveyor',ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-27T11:58:55+02:00,2018-10-27T11:58:55+02:00,using Path to obtain the filename. This should solve the issue #13.,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-28T11:30:41+01:00,2018-10-28T11:30:41+01:00,add 1 test for filepaths,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-28T11:32:43+01:00,2018-10-28T11:32:43+01:00,update test-repos,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-29T10:05:21+01:00,2018-10-29T10:05:21+01:00,Using Path instead of str when storing the path to the repo,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-29T10:30:55+01:00,2018-10-29T10:30:55+01:00,"using str to create GitPython objects, since Python 3.4 and 3.5 does not accept PosixPath",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-29T10:41:27+01:00,2018-10-29T10:41:27+01:00,small refactoring in git repository test,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-29T10:46:59+01:00,2018-10-29T10:46:59+01:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-31T10:07:25+01:00,2018-10-31T10:07:25+01:00,"- fixed bug for the parameter ""single"": in case the commit was not present in the repo, PyDriller was returning all the commits
- fixed bug for consecutive checkouts: now it is possible to do it, however the last time git.reset() should be call to reset the status of the repo",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-31T10:30:02+01:00,2018-10-31T10:30:02+01:00,"- removed only_in_main_branch, since its behaviour was wrong (by default is True, and even if set to False nothing changed)
- only_in_branch created: by default is the master branch, but one can now set to a different branch",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-31T11:02:18+01:00,2018-10-31T11:02:18+01:00,add tests for commit filters,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-31T11:55:45+01:00,2018-10-31T11:55:45+01:00,adding tests for repository_mining,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-31T13:41:28+01:00,2018-10-31T13:41:28+01:00,more tests for commit,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-31T14:47:50+01:00,2018-10-31T14:47:50+01:00,"Delete the exception from cloning the URL, since it is no more possible to raise it",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-10-31T15:41:09+01:00,2018-10-31T15:41:09+01:00,"Merge pull request #15 from ishepard/branches

Branches",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-01T10:03:48+01:00,2018-11-01T10:03:48+01:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-01T10:21:40+01:00,2018-11-01T10:21:40+01:00,small refactor in repository_mining,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-01T12:07:38+01:00,2018-11-01T12:07:38+01:00,moving from ordering by author date to ordering by committer date. This respects Git way of ordering,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-01T12:17:11+01:00,2018-11-01T12:17:11+01:00,small in memory consumption,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-01T13:15:55+01:00,2018-11-01T13:15:55+01:00,small in doc,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-02T10:02:07+01:00,2018-11-02T10:02:07+01:00,preparing for release.,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-05T22:45:20+01:00,2018-11-05T22:45:20+01:00,small in documentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T14:41:49+01:00,2018-11-06T14:41:49+01:00,appveyor slack,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T14:53:59+01:00,2018-11-06T14:53:59+01:00,small in appveyor,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T14:54:46+01:00,2018-11-06T14:54:46+01:00,fall back,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T15:01:56+01:00,2018-11-06T15:01:56+01:00,small in appveyor,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T15:09:30+01:00,2018-11-06T15:09:30+01:00,appveyor incoming webhook,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T15:18:51+01:00,2018-11-06T15:18:51+01:00,incoming webhook url,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T15:30:39+01:00,2018-11-06T15:30:39+01:00,exporting webhook url,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T15:38:48+01:00,2018-11-06T15:38:48+01:00,secure webhook,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-06T15:41:24+01:00,2018-11-06T15:41:24+01:00,no emails on success,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-19T15:22:39+01:00,2018-11-19T15:22:39+01:00,created new filter only_authors to analyze only commits of specific authors,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-19T15:28:10+01:00,2018-11-19T15:28:10+01:00,include tests,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-19T15:39:06+01:00,2018-11-19T15:39:06+01:00,implemented also only_commits,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-20T09:56:20+01:00,2018-11-20T09:56:20+01:00,new assertions in test_only_commits,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-20T10:00:53+01:00,2018-11-20T10:00:53+01:00,small refactoring,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-20T10:06:04+01:00,2018-11-20T10:06:04+01:00,"Merge pull request #20 from ishepard/only-authors

only_authors and only_commits",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-28T11:08:57+01:00,2018-11-28T11:08:57+01:00,"solving ""Exception ignored in finalize object dead"" #21",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-28T14:23:26+01:00,2018-11-28T14:23:26+01:00,"roll back, cleanup doesn't solve the problem",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-28T14:51:39+01:00,2018-11-28T14:51:39+01:00,Fix UNKNOWN Modification_Type,Luca Pascarella,Luca Pascarella
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-28T16:37:23+01:00,2018-11-28T16:37:23+01:00,"Merge pull request #23 from lucapascarella/master

Fix UNKNOWN Modification_Type and add tests",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-11-30T14:38:38+01:00,2018-11-30T14:38:38+01:00,add my project's funding,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-07T16:23:00+01:00,2018-12-07T16:23:00+01:00,[skip travis] small in example,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-10T09:26:45+01:00,2018-12-10T09:26:45+01:00,"new section ""How to contribute""",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-10T09:27:48+01:00,2018-12-10T09:27:48+01:00,[skip travis] small fix in README,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-10T09:48:16+01:00,2018-12-10T09:48:16+01:00,[skipt travis] improved documentation with all possible configurations,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-10T10:03:15+01:00,2018-12-10T10:03:15+01:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-12T10:36:19+02:00,2018-12-12T10:36:19+02:00,small performance improvement. Modifications and Branches are now calculated only the first time,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-12T10:55:13+02:00,2018-12-12T10:55:13+02:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-12T21:17:34+02:00,2018-12-12T21:17:34+02:00,"fix problem causing memory swap. Now the list of commits is not kept in memory, a generator of commits is returned instead",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2018-12-13T10:30:26+02:00,2018-12-13T10:30:26+02:00,Small refactoring. Preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-09T13:31:53+08:00,2019-01-09T13:31:53+08:00,rename reverse_order to reversed_order,GitHub,Kang Hong Jin
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-09T16:15:50+01:00,2019-01-09T16:15:50+01:00,"Merge pull request #29 from kanghj/kanghj-reverse_order

Fix doc: change reverse_order to reversed_order",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-11T14:06:30+01:00,2019-01-11T14:06:30+01:00,add test-repos-mercurial in gitignore,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T13:15:24+08:00,2019-01-14T13:15:24+08:00,add param to traverse file history,Kang Hong Jin,Kang Hong Jin
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T13:55:35+08:00,2019-01-14T13:55:35+08:00,catch GitCommandError,Kang Hong Jin,Kang Hong Jin
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T11:01:55+01:00,2019-01-14T11:01:55+01:00,added new test repository for 'no newline' bug,Christoph Gote,Christoph Gote
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T11:17:18+01:00,2019-01-14T11:17:18+01:00,added test for 'no newline' bug,Christoph Gote,Christoph Gote
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T11:19:35+01:00,2019-01-14T11:19:35+01:00,added fix for 'no newline' bug,Christoph Gote,Christoph Gote
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T11:55:36+01:00,2019-01-14T11:55:36+01:00,"Merge pull request #33 from gotec/master

Fixed Issue #32",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T13:15:29+01:00,2019-01-14T13:15:29+01:00,refactoring check_timezone function,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T13:22:20+01:00,2019-01-14T13:22:20+01:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T13:53:59+01:00,2019-01-14T13:53:59+01:00,refactor test so it doesn't post on the Slack channel everytime,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T14:02:23+01:00,2019-01-14T14:02:23+01:00,removing the waiting time of travis CI,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T14:37:56+01:00,2019-01-14T14:37:56+01:00,fix travis CI build with new logging levels,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-14T14:57:46+01:00,2019-01-14T14:57:46+01:00,small in warning,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-17T15:23:24+08:00,2019-01-17T15:23:24+08:00,allow filepath to be used with other filters,Kang Hong Jin,Kang Hong Jin
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-18T16:49:24+01:00,2019-01-18T16:49:24+01:00,"Merge pull request #31 from kanghj/file-history

add param to traverse file history",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-18T17:03:07+01:00,2019-01-18T17:03:07+01:00,"changing path from absolute to relative, and removing useless code from get_commits_modified_file",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-21T10:24:13+01:00,2019-01-21T10:24:13+01:00,Update issue templates,GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-21T10:38:17+01:00,2019-01-21T10:38:17+01:00,Update issue templates,GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-21T14:46:27+01:00,2019-01-21T14:46:27+01:00,"small in filtering commits, plus adding a new test for the ""filepath"" feature",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-21T16:07:57+01:00,2019-01-21T16:07:57+01:00,cleaning up tests and formatting assertions,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-21T17:16:30+01:00,2019-01-21T17:16:30+01:00,add python 3.7 support,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-22T15:08:07+01:00,2019-01-22T15:08:07+01:00,preparing for release,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-01-22T15:14:33+01:00,2019-01-22T15:14:33+01:00,adding documentation of new parameter,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-02-11T11:08:36+01:00,2019-02-11T11:08:36+01:00,"update CPP results of lizard, since it broke when updated",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-02-11T12:48:45+01:00,2019-02-11T12:48:45+01:00,"downgrading Lizard, the new version is extremely slow",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-02-11T15:10:44+01:00,2019-02-11T15:10:44+01:00,upgrading lizard since the author fixed the performance issue,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-14T14:48:32+01:00,2019-03-14T14:48:32+01:00,Implemented filter_methdods - not tested,NullConvergence,NullConvergence
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-14T14:53:55+01:00,2019-03-14T14:53:55+01:00,Reversed pylint changes,NullConvergence,NullConvergence
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-14T15:56:53+01:00,2019-03-14T15:56:53+01:00,add initial .pylintrc,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-15T10:58:42+01:00,2019-03-15T10:58:42+01:00,refactorings following pylint info,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-15T12:11:51+01:00,2019-03-15T12:11:51+01:00,more docstring and suppress pylint warnings,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-21T14:44:47+01:00,2019-03-21T14:44:47+01:00,chars to 79,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-21T14:57:13+01:00,2019-03-21T14:57:13+01:00,small comments refactoring [skip travis],ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-03-21T14:58:46+01:00,2019-03-21T14:58:46+01:00,comments refactoring in commit [skip travis],ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-02T15:27:35+02:00,2019-04-02T15:27:35+02:00,Added tests,NullConvergence,NullConvergence
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-04T14:18:52+02:00,2019-04-04T14:18:52+02:00,"Merge branch 'feature/unique_methods' of git://github.com/NullConvergence/pydriller into NullConvergence-feature/unique_methods

# Conflicts:
#	pydriller/domain/commit.py",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-04T14:19:45+02:00,2019-04-04T14:19:45+02:00,Merge branch 'NullConvergence-feature/unique_methods',ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-04T14:23:51+02:00,2019-04-04T14:23:51+02:00,removing docs from BCH analysis,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-04T14:31:50+02:00,2019-04-04T14:31:50+02:00,change component depth [skip travis],ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-04T14:35:10+02:00,2019-04-04T14:35:10+02:00,component depth back to 1 [skip travis],ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-05T13:09:46+02:00,2019-04-05T13:09:46+02:00,small in BCH conf [skip travis],ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-05T13:18:59+02:00,2019-04-05T13:18:59+02:00,refactor check_range and filter_methods,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-08T16:17:14+02:00,2019-04-08T16:17:14+02:00,reverting changes to before the PR #37 since the feature was broken,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-16T15:02:40+02:00,2019-04-16T15:02:40+02:00,"if more than 1 parent, compare to git.NULL_TREE",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-25T11:03:36+02:00,2019-04-25T11:03:36+02:00,fix docs indentation,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-26T14:02:37+02:00,2019-04-26T14:02:37+02:00,Change name of RepositoryMining to Repository,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-26T14:21:28+02:00,2019-04-26T14:21:28+02:00,Rolling back to RepositoryMining since it might go in conflict with the original library of GitPython,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-26T15:12:19+02:00,2019-04-26T15:12:19+02:00,first try on implementing `only_releases`,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-26T15:21:40+02:00,2019-04-26T15:21:40+02:00,fix sanity check filter,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-04-30T12:00:05+02:00,2019-04-30T12:00:05+02:00,"- re-arrange tests
- include tests for timezone offset
- add test for releases wo releases",ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-05-01T10:50:52+02:00,2019-05-01T10:50:52+02:00,"Merge pull request #40 from ishepard/only-releases

Implements the filter ""only_releases""",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-05-01T10:53:09+02:00,2019-05-01T10:53:09+02:00,Merge branch 'master' into combined_diff,GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-05-01T13:01:44+02:00,2019-05-01T13:01:44+02:00,"Merge pull request #39 from ishepard/combined_diff

if more than 1 parent, compare to git.NULL_TREE",GitHub,Spadini Davide
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-05-02T09:40:53+02:00,2019-05-02T09:40:53+02:00,returning an empty diff in case of a merge commit.,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-05-02T12:06:27+02:00,2019-05-02T12:06:27+02:00,include only_releases in doc,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-05-17T10:54:49+02:00,2019-05-17T10:54:49+02:00,ignore non-decodable characters,ishepard,ishepard
anthropmmd,Packages and libraries,Cultural evolution,Statistical analysis,,,,2019-05-17T12:13:35+02:00,2019-05-17T12:13:35+02:00,get source code before when existing,ishepard,ishepard
